normalised_zn,center_fit,radius_fit,bead_center_fit,bead_radius_fit
0.8766276640424793,[10.86890461  9.80643225  1.28893642],6.547394586193514,[10.14505931 10.06941079  4.3331562 ],3.074746042896138
0.7531151293808863,[16.21247998 12.22660529 -2.19878588],10.81613211071402,[11.53174326 15.66889405  3.54027804],3.195698395516022
0.7531151293808863,[16.21247998 12.22660529 -2.19878588],10.81613211071402,[11.53174326 15.66889405  3.54027804],3.195698395516022
0.9844574809153865,[11.94186367 13.2392338  -0.72689379],9.636058922037382,[13.46003049 13.35513165  5.57851373],3.231102237030082
0.5385639502308575,[ 9.95422373 11.27009438 -0.99268381],9.010502108674277,[15.09601614 10.8925789   2.2138868 ],3.056574810144523
0.238243379250555,[8.64457704 8.39196867 4.87051238],5.443771944723442,[7.35238135 7.93943194 5.38232179],3.295509068737154
1.0840055016939352,[13.96472934 13.09629829 -3.05449135],10.368360534395544,[ 9.99040284 13.47000525  4.63093295],3.278521699208072
0.5808398552325957,[11.99782763 11.26160531  2.95109531],7.380985421667294,[11.17013883 13.91869437  5.3761    ],3.2059883456652667
0.5818305435283865,[11.99749499 11.26477854  2.96685042],7.384505472459194,[11.21807617 13.94036543  5.39854503],3.2051191564956
0.45482138403943057,[12.20606524 11.00427784  3.98031078],7.050815240964538,[11.74421866  9.14435981  5.77265447],3.110051363252416
0.5473913527654879,[12.15594524 11.12538904  0.55354906],8.08379760132548,[13.18988915 11.26877477  3.39476713],2.893328190843249
0.7135335520740821,[10.17021001  9.83606662  4.37077488],5.952687753518385,[8.37703491 9.56412664 6.34044874],3.1922375262388396
-0.007195731064506481,[15.59832647 17.07327562  7.11634193],11.801150933985722,[19.03779535 21.36634135  7.05555973],3.35417153948939
0.6781751836735403,[14.30919528 12.78552304  0.8657023 ],9.48954869308136,[11.00320153 16.60562959  5.16629872],3.148124647493806
0.6719507466558838,[13.20587378 12.81508319  0.19424102],9.661017620272947,[12.06152479 12.73111304  4.83906273],2.7485739153807254
1.0368575953611021,[9.61788032 9.78288596 2.03989231],7.674828631621765,[10.0956106   9.8535601   6.58456447],3.2917077610543037
0.6535400680366013,[9.92194843 9.39594584 1.63146138],6.8292975963046,[8.39562371 7.92998332 4.18849221],2.9167129511776944
0.17595876298860222,[ 8.32082418 10.15636876  6.1033736 ],6.428771305521889,[10.39700089  8.12563126  6.68130523],3.1442992973637662
0.9753912497880923,[12.69153871 11.56745228 -0.71501369],9.693403280189344,[10.58352148  9.05541356  5.47456664],3.347662193021386
0.40943129955515006,[15.02119525 14.00892982  3.43335073],10.74688167438784,[21.34867842 14.93318474  6.57168618],3.0817728970082494
